Year,Cluster,Agency,Budget
2016,Health,UNFPA,371397
2016,Nutrition,UNICEF,510754
2016,Protection,UN Women,207952
2016,Water Sanitation Hygiene,UNICEF,986754
2016,Multi-Sector Refugee Assistance,IOM,1179996
2016,Camp Coordination / Management,UNHCR,600000
2016,Shelter and Non-Food Items,UNHCR,6154000
2016,Shelter and Non-Food Items,IOM,6000000
2016,Health,WHO,13000000
2016,Health,UNFPA,3499642
2016,Protection,UNHCR,600011
2016,Protection,UNFPA,500097
2016,Water Sanitation Hygiene,UNICEF,3000494
2016,Health,UNHCR,992930
2016,Health,WHO,209656
2016,Health,UNICEF,1000000
2016,Health,UNFPA,1566031
2016,Nutrition,UNICEF,500018
2016,Protection,UNICEF,200227
2016,Water Sanitation Hygiene,UNICEF,4000015
2016,Common Services,UNDP,308642
2016,Common Services,IOM,600001
2016,Health,WHO,682296
2016,Health,UNICEF,280647
2016,Agriculture,FAO,328811
2016,Agriculture,FAO,1128270
2016,Food Assistance,WFP,1000011
2016,Food Assistance,UNICEF,2121810
2016,Health,WHO,128800
2016,Nutrition,WFP,106418
2016,Nutrition,UNICEF,123578
2016,Water Sanitation Hygiene,UNICEF,174031
2016,Agriculture,FAO,700004
2016,Food Assistance,WFP,2303762
2016,Health,WHO,599502
2016,Health,UNFPA,341947
2016,Nutrition,WFP,908076
2016,Nutrition,UNICEF,524975
2016,Water Sanitation Hygiene,UNICEF,610622
2016,Shelter and Non-Food Items,UNHCR,662186
2016,Food Assistance,WFP,608270
2016,Health,UNICEF,167047
2016,Early Recovery,UNDP,500285
2016,Agriculture,FAO,854787
2016,Health,UNFPA,478131
2016,Nutrition,UNICEF,609771
2016,Agriculture,FAO,732497
2016,Food Assistance,WFP,3100957
2016,Nutrition,WFP,404663
2016,Nutrition,UNICEF,117711
2016,Water Sanitation Hygiene,UNICEF,323975
2016,Agriculture,FAO,1000842
2016,Food Assistance,WFP,1496410
2016,Health,UNFPA,623195
2016,Protection,UNFPA,450010
2016,Agriculture,FAO,159133
2016,Food Assistance,WFP,960107
2016,Nutrition,WFP,598755
2016,Nutrition,UNICEF,225004
2016,Shelter and Non-Food Items,UNHCR,298530
2016,Shelter and Non-Food Items,IOM,998708
2016,Health,WHO,200000
2016,Health,UNFPA,242637
2016,Nutrition,WFP,1000000
2016,Nutrition,UNICEF,165023
2016,Protection,UNHCR,248775
2016,Protection,UNICEF,203500
2016,Water Sanitation Hygiene,UNICEF,727096
2016,Common Services,WFP,905006
2016,Shelter and Non-Food Items,UNHCR,1985228
2016,Shelter and Non-Food Items,IOM,2000000
2016,Agriculture,FAO,1500129
2016,Food Assistance,WFP,5995380
2016,Health,WHO,746095
2016,Health,UNICEF,348285
2016,Health,UNFPA,309835
2016,Nutrition,UNICEF,4000749
2016,Protection,UNHCR,1665055
2016,Protection,UNICEF,634097
2016,Protection,UNFPA,726507
2016,Protection,IOM,300000
2016,Water Sanitation Hygiene,UNICEF,2000000
2016,Common Services,UNDP,272409
2016,Common Services,WFP,1000000
2016,Food Assistance,WFP,3999485
2016,Nutrition,UNICEF,736670
2016,Shelter and Non-Food Items,UNHCR,798710
2016,Food Assistance,WFP,477815
2016,Health,WHO,285673
2016,Health,UNICEF,101858
2016,Health,UNFPA,133236
2016,Protection,UNICEF,263621
2016,Protection,UNFPA,162522
2016,Water Sanitation Hygiene,UNICEF,143480
2016,Education,UNICEF,650000
2016,Shelter and Non-Food Items,UNHCR,1517094
2016,Shelter and Non-Food Items,IOM,182304
2016,Agriculture,FAO,400000
2016,Food Assistance,WFP,4663270
2016,Health,WHO,1068326
2016,Health,UNICEF,653579
2016,Health,UNFPA,705968
2016,Nutrition,WFP,1382905
2016,Nutrition,UNICEF,851735
2016,Protection,UNICEF,1149533
2016,Protection,UNFPA,380000
2016,Water Sanitation Hygiene,UNICEF,1950781
2016,Water Sanitation Hygiene,IOM,639978
2016,Multi-Sector Refugee Assistance,UNHCR,1448534
2016,Early Recovery,UNDP,728135
2016,Shelter and Non-Food Items,IOM,1000780
2016,Agriculture,FAO,941127
2016,Food Assistance,WFP,880645
2016,Health,WHO,113162
2016,Health,UNFPA,107300
2016,Water Sanitation Hygiene,UNICEF,447795
2016,Agriculture,FAO,1500000
2016,Food Assistance,WFP,2004812
2016,Health,WHO,959657
2016,Health,UNICEF,375017
2016,Health,UNFPA,374856
2016,Health,IOM,372583
2016,Nutrition,WFP,3000004
2016,Water Sanitation Hygiene,UNICEF,2714009
2016,Water Sanitation Hygiene,IOM,1205366
2016,Common Services,WFP,379028
2016,Camp Coordination / Management,IOM,1000000
2016,Education,UNICEF,750000
2016,Shelter and Non-Food Items,IOM,3000000
2016,Agriculture,FAO,899421
2016,Food Assistance,WFP,2025576
2016,Health,WHO,504530
2016,Health,UNICEF,1118552
2016,Health,UNFPA,515196
2016,Health,IOM,251115
2016,Nutrition,WFP,414424
2016,Nutrition,UNICEF,859344
2016,Protection,UNICEF,453868
2016,Protection,UNFPA,194954
2016,Water Sanitation Hygiene,UNICEF,2500000
2016,Common Services,WFP,347322
2016,Multi-Sector Refugee Assistance,UNHCR,5989321
2016,Shelter and Non-Food Items,UN Habitat,927080
2016,Shelter and Non-Food Items,IOM,899993
2016,Food Assistance,WFP,756343
2016,Health,WHO,608830
2016,Health,UNFPA,119626
2016,Water Sanitation Hygiene,UNICEF,1008208
2016,Food Assistance,WFP,2801868
2016,Water Sanitation Hygiene,UNICEF,340040
2016,Nutrition,WFP,846703
2016,Shelter and Non-Food Items,UNHCR,3524605
2016,Food Assistance,WFP,3875434
2016,Health,WHO,201267
2016,Protection,UN Women,250000
2016,Protection,UNFPA,756191
2016,Multi-Sector Refugee Assistance,UNICEF,1690000
2016,Education,UNICEF,449935
2016,Shelter and Non-Food Items,UNICEF,100152
2016,Shelter and Non-Food Items,IOM,750000
2016,Protection,UNICEF,198010
2016,Agriculture,FAO,665005
2016,Health,WHO,556079
2016,Nutrition,UNICEF,542321
2016,Water Sanitation Hygiene,UNDP,784300
2016,Water Sanitation Hygiene,UN Women,405151
2016,Water Sanitation Hygiene,UNICEF,945008
2016,Health,WHO,700000
2016,Water Sanitation Hygiene,UNICEF,1300000
2016,Shelter and Non-Food Items,UNHCR,1515000
2016,Shelter and Non-Food Items,IOM,325000
2016,Agriculture,FAO,1499619
2016,Food Assistance,WFP,3000130
2016,Health,WHO,999996
2016,Health,UNFPA,930000
2016,Nutrition,WFP,526973
2016,Nutrition,UNICEF,1174956
2016,Protection,OHCHR,499960
2016,Protection,UNICEF,730015
2016,Protection,IOM,600000
2016,Water Sanitation Hygiene,UNICEF,1184306
2016,Camp Coordination / Management,IOM,750000
2016,Shelter and Non-Food Items,UNHCR,1150003
2016,Agriculture,FAO,700000
2016,Food Assistance,WFP,1850000
2016,Health,WHO,1300000
2016,Health,UNFPA,800000
2016,Nutrition,WFP,349838
2016,Nutrition,UNICEF,500000
2016,Protection,UNICEF,400000
2016,Water Sanitation Hygiene,UNICEF,1199974
2016,Education,UNICEF,200022
2016,Shelter and Non-Food Items,IOM,199999
2016,Agriculture,FAO,600612
2016,Food Assistance,WFP,3999795
2016,Health,UNHCR,150000
2016,Health,WHO,700000
2016,Health,UNICEF,750000
2016,Health,UNFPA,300000
2016,Nutrition,UNHCR,175002
2016,Nutrition,WFP,842492
2016,Nutrition,UNICEF,482629
2016,Water Sanitation Hygiene,UNICEF,600000
2016,Common Services,WFP,1000000
2016,Food Assistance,FAO,784000
2016,Health,WHO,999978
2016,Health,UNICEF,995982
2016,Health,UNFPA,700000
2016,Nutrition,WFP,2870000
2016,Nutrition,UNICEF,1650732
2016,Education,UNICEF,1056917
2016,Shelter and Non-Food Items,UNHCR,1605496
2016,Shelter and Non-Food Items,UNICEF,2440335
2016,Agriculture,FAO,1396358
2016,Food Assistance,WFP,1000000
2016,Nutrition,UNICEF,796399
2016,Multi-Sector Refugee Assistance,UNHCR,1400000
2016,Multi-Sector Refugee Assistance,WFP,1300000
2016,Health,WHO,552598
2016,Nutrition,UNICEF,850001
2016,Nutrition,UNFPA,250000
2016,Multi-Sector Refugee Assistance,UNHCR,350000
2016,Shelter and Non-Food Items,IOM,1000000
2016,Food Assistance,WFP,5791119
2016,Health,UNHCR,2400000
2016,Water Sanitation Hygiene,UNICEF,1800000
2016,Food Assistance,WFP,1500004
2016,Health,WHO,249995
2016,Health,UNICEF,248775
2016,Health,UNFPA,249972
2016,Nutrition,UNICEF,350000
2016,Multi-Sector Refugee Assistance,UNHCR,1400000
2016,Early Recovery,UNDP,1000001
2016,Shelter and Non-Food Items,UNHCR,800000
2016,Food Assistance,WFP,2487750
2016,Health,WHO,2000000
2016,Health,UNFPA,500000
2016,Protection,UNOPS,365644
2016,Protection,UNICEF,865630
2016,Protection,UNFPA,570000
2016,Water Sanitation Hygiene,UNICEF,999994
2016,Multi-Sector,IOM,1399999
2016,Multi-Sector Refugee Assistance,UNHCR,1000006
2016,Education,UNICEF,1080000
2016,Shelter and Non-Food Items,UNHCR,350010
2016,Shelter and Non-Food Items,IOM,350000
2016,Agriculture,FAO,2000000
2016,Food Assistance,WFP,2200000
2016,Health,WHO,749993
2016,Health,UNICEF,250000
2016,Health,UNFPA,249977
2016,Health,IOM,250000
2016,Nutrition,WFP,2110000
2016,Nutrition,UNICEF,2110000
2016,Protection,UNHCR,575000
2016,Protection,UNOPS,375000
2016,Protection,UNICEF,750000
2016,Protection,IOM,300000
2016,Water Sanitation Hygiene,UNHCR,700000
2016,Water Sanitation Hygiene,UNICEF,900000
2016,Water Sanitation Hygiene,IOM,700000
2016,Education,UNICEF,2535000
2016,Health,WHO,706430
2016,Nutrition,WFP,1000000
2016,Protection,UNFPA,350000
2016,Multi-Sector Refugee Assistance,UNHCR,2399995
2016,Food Assistance,WFP,1499759
2016,Health,WHO,199769
2016,Health,UNICEF,499250
2016,Health,UNFPA,300000
2016,Multi-Sector Refugee Assistance,UNHCR,2500000
2016,Agriculture,FAO,800000
2016,Food Assistance,WFP,5500000
2016,Health,WHO,300028
2016,Health,UNFPA,1000000
2016,Protection,UN Women,250000
2016,Water Sanitation Hygiene,UNICEF,2375000
2016,Water Sanitation Hygiene,IOM,399999
2016,Multi-Sector Refugee Assistance,UNHCR,7375000
2016,Shelter and Non-Food Items,UNHCR,3150000
2016,Food Assistance,WFP,2000000
2016,Health,WHO,500000
2016,Health,UNICEF,490264
2016,Health,UNFPA,204411
2016,Protection,UN Women,400000
2016,Protection,UNICEF,400000
2016,Protection,UNFPA,499993
2016,Water Sanitation Hygiene,UNHCR,1500000
2016,Water Sanitation Hygiene,UNICEF,849999
2016,Common Services,IOM,999997
2016,Shelter and Non-Food Items,UNHCR,2890537
2016,Health,WHO,2800000
2016,Health,UNFPA,625000
2016,Nutrition,WFP,1400001
2016,Water Sanitation Hygiene,IOM,897582
2016,Multi-Sector,UNICEF,4375717
