Year,Cluster,Agency,Budget
2025,Multi-purpose CASH,WFP,1557007.59
2025,Multi-purpose CASH,UNICEF,524777.77
2025,Health,WHO,537740.27
2025,Water Sanitation Hygiene,UNICEF,462262.47
2025,Shelter and Non-Food Items,UNHCR,1559999.89
2025,Shelter and Non-Food Items,IOM,1862000
2025,Food Aid,WFP,2999962.43
2025,Health,WHO,6000000
2025,Health,UNICEF,750050
2025,Health,UNFPA,2560000
2025,Nutrition,UNICEF,1500100
2025,Protection,UNHCR,1439999.89
2025,Protection,UNICEF,500150
2025,Protection,UNFPA,1440000
2025,Water Sanitation Hygiene,UNICEF,2749700.6399999997
2025,Water Sanitation Hygiene,IOM,1638000
2025,Food Aid,WFP,1699999.89
2025,Food Aid,FAO,900069.39
2025,Health,WHO,2199992.29
2025,Nutrition,UNICEF,1999819.45
2025,Protection,UNFPA,800000.48
2025,Water Sanitation Hygiene,UNICEF,2400223.35
2025,Shelter and Non-Food Items,UNHCR,1019999.05
2025,Agriculture,FAO,1093500
2025,Food Aid,WFP,1347374.7
2025,Health,WHO,1650427.95
2025,Health,UNFPA,549981.19
2025,Nutrition,WFP,449124.9
2025,Nutrition,UNICEF,690068.65
2025,Protection,UNHCR,606015.69
2025,Protection,UNFPA,404019.14
2025,Water Sanitation Hygiene,UNICEF,2190017.55
2025,Shelter and Non-Food Items,IOM,1000000
2025,Protection,UNICEF,194962.56
2025,Water Sanitation Hygiene,UNICEF,1304749.44
2025,Multi-purpose CASH,WFP,2000000.78
2025,Camp Coordination / Management,UNHCR,275001.64
2025,Food Aid,WFP,1000009.12
2025,Health,UNHCR,308001.83
2025,Nutrition,UNICEF,400000.04
2025,Protection,UNHCR,242001.44
2025,Water Sanitation Hygiene,UNHCR,275001.64
2025,Agriculture,FAO,600000
2025,Food Aid,WFP,600000
2025,Water Sanitation Hygiene,UNICEF,800000
2025,Shelter and Non-Food Items,UNDP,750000
2025,Shelter and Non-Food Items,IOM,750000
2025,Agriculture,FAO,500000.3
2025,Water Sanitation Hygiene,UNICEF,625000.08
2025,Shelter and Non-Food Items,IOM,600000
2025,Food Aid,WFP,1200000
2025,Health,WHO,1300000
2025,Water Sanitation Hygiene,UNICEF,899999.47
2025,Health,WHO,4985357.65
2025,Nutrition,UNICEF,2599917.62
2025,Protection,UNFPA,3781027.97
2025,Water Sanitation Hygiene,UNICEF,8599837.66
2025,To be determined,,7000000
2025,Agriculture,UN Women,700000
2025,Agriculture,FAO,1400000.95
2025,Food Aid,WFP,1600000.11
2025,Protection,UNHCR,700001.07
2025,Protection,UNFPA,1000000
2025,Water Sanitation Hygiene,UNICEF,1299959.05
2025,Education,UNICEF,499950.11
2025,Shelter and Non-Food Items,UNHCR,2475000.52
2025,Agriculture,FAO,1000000
2025,Food Aid,WFP,3760005.35
2025,Health,WHO,700000.42
2025,Nutrition,WFP,240000.34
2025,Nutrition,WHO,300000.18
2025,Nutrition,UNICEF,2500200.51
2025,Protection,UNHCR,2025000.43
2025,Protection,UNICEF,499950.1
2025,Water Sanitation Hygiene,UNICEF,1499900.2
2025,Multi-purpose CASH,IOM,500000
2025,To be determined,,18000000
2025,To be determined,,13000000
2025,To be determined,,10000000
2025,Camp Coordination / Management,IOM,396000
2025,Education,UNICEF,594240.04
2025,Food Aid,WFP,1178031.65
2025,Health,WHO,594000
2025,Protection,UNHCR,1188000
2025,Protection,UNICEF,643760.04
2025,Protection,IOM,396000
2025,To be determined,,8000000
2025,Shelter and Non-Food Items,UNHCR,1299999.71
2025,Agriculture,FAO,500000
2025,Agriculture,IOM,500000
2025,Food Aid,WFP,1700000
2025,Health,WHO,500000
2025,Health,UNFPA,500000
2025,To be determined,,5000000
2025,To be determined,,11000000
2025,Agriculture,FAO,2100000.37
2025,Food Aid,WFP,2650000
2025,Health,WHO,1750000
2025,Nutrition,UNICEF,2100000.02
2025,Shelter and Non-Food Items,UNHCR,487200.01
2025,Agriculture,FAO,3000000
2025,Health,WHO,4300000
2025,Health,UNICEF,899999.99
2025,Health,UNFPA,1620000
2025,Nutrition,UNICEF,3000149.96
2025,Protection,UNHCR,1051800.01
2025,Protection,,2300000
2025,Protection,UNFPA,1080000
2025,Water Sanitation Hygiene,UNDP,1200000.85
2025,Water Sanitation Hygiene,UNICEF,599849.99
2025,Common Services,WFP,1000000
2025,Multi-purpose CASH,UNHCR,1461000.01
2025,Agriculture,FAO,1850000.47
2025,Food Aid,WFP,2960000.33
2025,Food Aid,FAO,1240001.16
2025,Health,WHO,2699908.53
2025,Nutrition,UNICEF,2300000.03
2025,Water Sanitation Hygiene,IOM,3800000
2025,To be determined,,18000000
2025,Agriculture,FAO,500000
2025,Health,WHO,1000000
2025,Health,UNICEF,1170000
2025,Health,UNFPA,1299639.6
2025,Health,IOM,450000
2025,Nutrition,UNICEF,960000
2025,Protection,UNHCR,600000
2025,Protection,UNICEF,990000
2025,Protection,UNFPA,1099547.41
2025,Protection,IOM,550000
2025,Water Sanitation Hygiene,UNICEF,480000
2025,Agriculture,WFP,1800805.21
2025,Agriculture,FAO,1799999.97
2025,Nutrition,UNICEF,249847.79
2025,Protection,UNFPA,400000
2025,Water Sanitation Hygiene,UNICEF,499770.55
