Year,Cluster,Agency,Budget
2024,Food Aid,WFP,2420000
2024,Health,WHO,1534559.08
2024,Health,UNFPA,429999.99
2024,Water Sanitation Hygiene,UNICEF,1604889.18
2024,Education,UNICEF,712500.01
2024,Shelter and Non-Food Items,UNHCR,2399318
2024,Food Aid,WFP,2500000.43
2024,Health,WHO,3000296
2024,Health,UNICEF,297000
2024,Nutrition,UNICEF,462500
2024,Protection,UNHCR,1099924
2024,Protection,UNICEF,850100
2024,Protection,UNFPA,1000000
2024,Water Sanitation Hygiene,UNICEF,2157900.01
2024,Multi-purpose CASH,WFP,1500000
2024,Food Aid,WFP,2000000
2024,Protection,UNFPA,500070.32
2024,Water Sanitation Hygiene,UNICEF,1001222.22
2024,Multi-purpose CASH,UNHCR,2499938.4
2024,Agriculture,FAO,2000087.87
2024,Health,UNICEF,300000.38
2024,Health,UNFPA,1000007.19
2024,Nutrition,UNICEF,1075001.36
2024,Protection,UNICEF,50000.06
2024,Water Sanitation Hygiene,UNICEF,375000.48
2024,Multi-purpose CASH,UNICEF,700000.89
2024,Camp Coordination / Management,IOM,195000.01
2024,Agriculture,WFP,1499999.78
2024,Agriculture,FAO,7166667
2024,Food Assistance,WFP,3400000
2024,Health,WHO,750178.74
2024,Health,UNICEF,750033.68
2024,Nutrition,WFP,2266667
2024,Nutrition,UNICEF,1870000
2024,Water Sanitation Hygiene,UNICEF,7796688.279999999
2024,Multi-purpose CASH,IOM,1305000.03
2024,Education,UNICEF,374998.25
2024,Food Aid,WFP,1325000
2024,Health,WHO,474791.1
2024,Water Sanitation Hygiene,UNICEF,325017.15
2024,Food Assistance,WFP,3096000
2024,Health,WHO,2830000
2024,Health,UNICEF,1924000
2024,Health,UNFPA,1031400
2024,Nutrition,WFP,215000
2024,Nutrition,UNICEF,296000
2024,Protection,UNFPA,878600
2024,Water Sanitation Hygiene,UNICEF,740000
2024,Common Services,WFP,989000
2024,Shelter and Non-Food Items,UNHCR,150000
2024,Shelter and Non-Food Items,IOM,650000
2024,Food Assistance,WFP,600000
2024,Health,WHO,400120
2024,Health,UNICEF,399008
2024,Water Sanitation Hygiene,UNHCR,150000
2024,Water Sanitation Hygiene,UNICEF,651013
2024,Shelter and Non-Food Items,UNHCR,1540000.02
2024,Food Aid,WFP,2489973.49
2024,Health,WHO,2000000.99
2024,Protection,UNHCR,460000.01
2024,Protection,UNICEF,300000.05
2024,Protection,UNFPA,1000000.09
2024,Water Sanitation Hygiene,UNICEF,1700000.26
2024,Common Services,WFP,509994.57
2024,Food Aid,WFP,1200000
2024,Protection,UNFPA,398196.29
2024,Water Sanitation Hygiene,UNICEF,400000
2024,Food Aid,WFP,1000000.6
2024,Health,WHO,1299999.71
2024,Health,UNICEF,800000
2024,Health,UNFPA,153000
2024,Health,IOM,347700.17
2024,Nutrition,UNICEF,200000
2024,Protection,UNHCR,499804.5
2024,Protection,UNFPA,847000
2024,Protection,IOM,152300.07
2024,Education,UNICEF,100000
2024,Shelter and Non-Food Items,IOM,225000
2024,Agriculture,FAO,1375000
2024,Food Assistance,WFP,800000
2024,Health,WHO,300000
2024,Health,UNFPA,201000
2024,Protection,UNICEF,200000
2024,Protection,UNFPA,99000
2024,Water Sanitation Hygiene,UNICEF,500000
2024,Common Services,FAO,200000
2024,Agriculture,FAO,625000
2024,Food Assistance,WFP,487500
2024,Nutrition,WFP,262500
2024,Nutrition,UNICEF,266890
2024,Protection,UNICEF,111722
2024,Water Sanitation Hygiene,UNICEF,242064
2024,Agriculture,FAO,1500013
2024,Food Assistance,WFP,3995000
2024,Nutrition,WFP,705000
2024,Nutrition,UNICEF,2500000
2024,Multi-Sector Refugee Assistance,UNHCR,2300001
2024,Shelter and Non-Food Items,UNHCR,309528
2024,Food Assistance,WFP,1179652
2024,Health,WHO,1000000
2024,Health,UNICEF,463999.68
2024,Health,UNFPA,840020.55
2024,Nutrition,UNICEF,695999.52
2024,Protection,UNHCR,804772
2024,Protection,UNICEF,197954
2024,Water Sanitation Hygiene,UNHCR,123811
2024,Water Sanitation Hygiene,UNICEF,384265
2024,Education,UNICEF,130007
2024,Agriculture,FAO,700000
2024,Nutrition,UNICEF,225011
2024,Protection,UNICEF,145007
2024,Protection,UNFPA,350000
2024,Camp Coordination / Management,IOM,234960.08
2024,Education,UNICEF,306000
2024,Shelter and Non-Food Items,IOM,1493040.28
2024,Food Assistance,WFP,2160001
2024,Food Aid,WFP,1025250.74
2024,Health,WHO,645000
2024,Health,UNICEF,1141049.92
2024,Health,UNFPA,264480.08
2024,Nutrition,UNICEF,265200
2024,Protection,UNHCR,1140000
2024,Protection,UNICEF,559599.99
2024,Protection,UNFPA,199520.06
2024,Water Sanitation Hygiene,UNICEF,2023149.8599999999
2024,Common Services,WFP,42718.78
2024,Shelter and Non-Food Items,UNHCR,999999.86
2024,Protection,UNICEF,199980.01
2024,Protection,UNFPA,399992.75
2024,Water Sanitation Hygiene,UNICEF,700020.04
2024,Multi-purpose CASH,IOM,1700000
2024,Food Aid,WFP,1499579.46
2024,Nutrition,UNICEF,900037.45
2024,Protection,UNFPA,300413.2
2024,Water Sanitation Hygiene,UNICEF,300012.49
2024,Agriculture,FAO,350000
2024,Health,UNFPA,122955
2024,Protection,UNICEF,71924
2024,Protection,UNFPA,524179
2024,Water Sanitation Hygiene,UNICEF,143848
2024,Multi-purpose CASH,WFP,1511399
2024,Multi-purpose CASH,UNICEF,683278
2024,Early Recovery,UNDP,220363.29
2024,Education,UNICEF,999900
2024,Shelter and Non-Food Items,UNHCR,1162000.93
2024,Shelter and Non-Food Items,UNICEF,199976.23
2024,Shelter and Non-Food Items,IOM,2300001.0100000002
2024,Agriculture,FAO,1900000.01
2024,Health,WHO,1499957.74
2024,Health,UNICEF,149982.17
2024,Health,UNFPA,211500
2024,Protection,UNHCR,688022.3300000001
2024,Protection,UNFPA,238500
2024,Water Sanitation Hygiene,UNDP,229357.71
2024,Water Sanitation Hygiene,UNICEF,1450131.23
2024,Multi-purpose CASH,WFP,750000
2024,Camp Coordination / Management,IOM,184658.46
2024,Shelter and Non-Food Items,IOM,220323.12
2024,Agriculture,FAO,2183594.34
2024,Food Aid,WFP,7357835.3
2024,Health,UNICEF,367187.4
2024,Health,UNFPA,234328.73
2024,Nutrition,UNICEF,3500000
2024,Nutrition,FAO,207031.76
2024,Protection,UNICEF,124999.97
2024,Protection,UNFPA,156219.16
2024,Protection,IOM,142893.27
2024,Water Sanitation Hygiene,UNICEF,289062.43
2024,Water Sanitation Hygiene,IOM,357350.49
2024,Common Services,WFP,385160.9
2024,Multi-purpose CASH,WFP,22656.53
2024,Multi-purpose CASH,IOM,267954.2
2024,Camp Coordination / Management,IOM,418880.02
2024,Shelter and Non-Food Items,IOM,2298211.04
2024,Agriculture,FAO,1018883.51
2024,Food Aid,WFP,797893.31
2024,Health,UNFPA,413404.36
2024,Nutrition,UNICEF,8323.19
2024,Protection,UNICEF,815672.79
2024,Protection,UNFPA,662514.64
2024,Water Sanitation Hygiene,UNICEF,785128.35
2024,Multi-purpose CASH,WFP,2270953.73
2024,Multi-purpose CASH,UNICEF,123212.41
2024,Multi-purpose CASH,FAO,967997.29
2024,Education,UNICEF,146556
2024,Shelter and Non-Food Items,UNHCR,220000
2024,Agriculture,UNHCR,143000
2024,Food Assistance,WFP,400000
2024,Health,UNHCR,44000
2024,Health,WHO,600000
2024,Health,UNICEF,157023
2024,Health,UNFPA,247500
2024,Nutrition,UNICEF,104682
2024,Protection,UNHCR,286000
2024,Protection,UNICEF,146555
2024,Protection,UNFPA,202500
2024,Water Sanitation Hygiene,UNHCR,407000
2024,Water Sanitation Hygiene,UNICEF,492007
2024,Shelter and Non-Food Items,IOM,1980000.13
2024,Food Assistance,WFP,4499999
2024,Food Aid,WFP,4000000.9
2024,Health,WHO,4750000.67
2024,Health,UNICEF,1962477.57
2024,Health,UNFPA,1944000
2024,Nutrition,WFP,3000000
2024,Nutrition,UNICEF,10716822.21
2024,Protection,UNHCR,2000000
2024,Protection,,800000
2024,Protection,UNICEF,313996.41
2024,Protection,UNFPA,1656000
2024,Water Sanitation Hygiene,UNICEF,2354973.09
2024,Water Sanitation Hygiene,IOM,20000
2024,Shelter and Non-Food Items,UNHCR,1000050
2024,Agriculture,FAO,1000000.6
2024,Food Aid,WFP,1900125.44
2024,Food Aid,FAO,600002.62
2024,Health,WHO,571946
2024,Health,UNICEF,570948
2024,Protection,UNHCR,899950
2024,Protection,UNFPA,600000
2024,Water Sanitation Hygiene,UNICEF,2856421.09
2024,Shelter and Non-Food Items,UNHCR,625000
2024,Shelter and Non-Food Items,IOM,2647310.01
2024,Food Assistance,WFP,2000000
2024,Health,WHO,2419714.66
2024,Health,UNFPA,1087045.72
2024,Water Sanitation Hygiene,UNICEF,5345791.73
2024,Common Services,IOM,4000000
2024,Multi-Sector Refugee Assistance,UNHCR,1875000
2024,Camp Coordination / Management,IOM,1499999.83
2024,Education,UNICEF,1999437.49
2024,Shelter and Non-Food Items,UNHCR,2046999.61
2024,Food Aid,WFP,3321367.33
2024,Health,WHO,3050479.05
2024,Health,UNFPA,763693.21
2024,Nutrition,WFP,992096.74
2024,Nutrition,UNICEF,1166338.54
2024,Protection,UNHCR,252999.95
2024,Protection,,3000000.28
2024,Protection,UNICEF,999718.75
2024,Protection,UNFPA,780056.97
2024,Agriculture,FAO,499250
2024,Food Assistance,WFP,1028706
2024,Nutrition,WFP,42863
2024,Nutrition,UNICEF,185000
2024,Water Sanitation Hygiene,UNICEF,315000
2024,Camp Coordination / Management,IOM,78000.05
2024,Shelter and Non-Food Items,IOM,222000.13
2024,Health,UNFPA,92998.73
2024,Protection,UNICEF,148500
2024,Protection,UNFPA,56999.22
2024,Water Sanitation Hygiene,UNICEF,401500
2024,Education,UNICEF,414529.57
2024,Shelter and Non-Food Items,UNDP,388500
2024,Shelter and Non-Food Items,IOM,388600.04
2024,Water Sanitation Hygiene,UNICEF,808271.52
2024,Agriculture,WFP,7000000
2024,Agriculture,FAO,855000
2024,Food Assistance,WFP,2402555
2024,Health,WHO,550000
2024,Health,UNICEF,593487
2024,Nutrition,UNICEF,1171613
2024,Protection,UNHCR,445000
2024,Protection,UNICEF,237395
2024,Water Sanitation Hygiene,UNICEF,1775796
2024,Nutrition,UNICEF,1000758
2024,Common Services,WFP,1999969
2024,Shelter and Non-Food Items,IOM,450000
2024,Agriculture,FAO,200000
2024,Food Aid,WFP,200000.09
2024,Health,WHO,150000.09
2024,Water Sanitation Hygiene,UNICEF,300000.18
2024,Common Services,WFP,200000.09
2024,Shelter and Non-Food Items,IOM,700000
2024,Food Aid,WFP,898401.41
2024,Nutrition,UNICEF,326969.44
2024,Protection,UNICEF,341369.42000000004
2024,Water Sanitation Hygiene,UNICEF,231659.6
2024,Shelter and Non-Food Items,UNHCR,1750000.32
2024,Agriculture,FAO,1400000.01
2024,Nutrition,UNICEF,1000119.99
2024,Protection,UNHCR,750000.13
2024,Protection,UNICEF,999680
2024,Protection,UNFPA,1700014.76
2024,Protection,IOM,1000000
2024,Water Sanitation Hygiene,UNICEF,2400199.98
2024,Shelter and Non-Food Items,UNHCR,1493688.64
2024,Agriculture,FAO,1500000.9
2024,Food Aid,WFP,2000197.8
2024,Health,WHO,499048
2024,Protection,UN Women,500000.04
2024,Shelter and Non-Food Items,UNHCR,700398.07
2024,Shelter and Non-Food Items,IOM,700000
2024,Agriculture,FAO,600000.36
2024,Health,WHO,1244997.43
2024,Health,UNFPA,397858.74
2024,Nutrition,WFP,899850.74
2024,Nutrition,UNICEF,1196742.5
2024,Protection,UNHCR,500198.59
2024,Protection,UNICEF,498700.06
2024,Protection,UNFPA,852482.99
2024,Water Sanitation Hygiene,UNHCR,300149.17
2024,Water Sanitation Hygiene,UNICEF,598485.95
2024,Agriculture,FAO,2000000
2024,Food Assistance,WFP,5000000
2024,Health,WHO,1999236
2024,Nutrition,UNICEF,2000000
2024,Protection,UNICEF,400000
2024,Water Sanitation Hygiene,UNICEF,3000000
2024,Common Services,WFP,1000000
2024,Camp Coordination / Management,UNHCR,1265000
2024,Camp Coordination / Management,IOM,1000000
2024,Shelter and Non-Food Items,UNHCR,2860000
2024,Shelter and Non-Food Items,IOM,1500000
2024,Agriculture,FAO,2006421
2024,Food Assistance,WFP,2000000
2024,Protection,UNHCR,1375000
2024,Protection,UNICEF,2887219
2024,Protection,UNFPA,1500001
2024,Water Sanitation Hygiene,UNICEF,2315321
2024,Common Services,WFP,2000000
2024,Camp Coordination / Management,IOM,860000
2024,Early Recovery,UNOPS,1000000
2024,Education,UNICEF,378675.12
2024,Shelter and Non-Food Items,IOM,640000
2024,Agriculture,FAO,1500000
2024,Food Aid,WFP,999950
2024,Health,WHO,2249622.79
2024,Health,UNICEF,300150.09
2024,Nutrition,UNICEF,280575.09
2024,Protection,UNHCR,440000
2024,Protection,UN Women,800000.48
2024,Protection,OHCHR,499966.06
2024,Protection,,500000.75
2024,Protection,UNICEF,340650.11
2024,Protection,UNFPA,1200099.33
2024,Water Sanitation Hygiene,UNICEF,949950.3
2024,Common Services,WFP,2500050
2024,Multi-purpose CASH,UNHCR,560000
2024,Camp Coordination / Management,IOM,900000.05
2024,Agriculture,WFP,500289.08
2024,Agriculture,FAO,1000000
2024,Food Aid,WFP,1999999.28
2024,Health,WHO,750060
2024,Nutrition,WHO,599940
2024,Nutrition,UNICEF,1400000
2024,Protection,OHCHR,943472.5
2024,Protection,UNICEF,1100000
2024,Protection,UNFPA,1300005.06
2024,Camp Coordination / Management,IOM,400000
2024,Shelter and Non-Food Items,IOM,350000
2024,Food Assistance,WFP,1500000
2024,Health,WHO,992670
2024,Nutrition,UNICEF,750000
2024,Protection,UNHCR,1000000
2024,Protection,UNICEF,400000
2024,Protection,IOM,250000
2024,Water Sanitation Hygiene,UNICEF,750000
2024,Shelter and Non-Food Items,UNHCR,418000
2024,Health,UNHCR,770000
2024,Health,WHO,1300000
2024,Health,IOM,161000
2024,Nutrition,UNICEF,506000
2024,Protection,UNHCR,506001
2024,Protection,UNICEF,484000
2024,Protection,IOM,406000
2024,Water Sanitation Hygiene,UNICEF,1210000
2024,Common Services,IOM,133000
2024,Multi-purpose CASH,UNHCR,506000
2024,Multi-purpose CASH,WFP,2600000
2024,Education,UNICEF,561557.16
2024,Agriculture,FAO,150500
2024,Health,WHO,249761.83
2024,Nutrition,UNICEF,680675.34
2024,Water Sanitation Hygiene,UNICEF,459455.86
2024,Multi-Sector Refugee Assistance,UNHCR,499999.4
2024,Multi-purpose CASH,FAO,1999500
2024,Shelter and Non-Food Items,UNHCR,2500535.38
2024,Food Aid,WFP,750000.46
2024,Health,WHO,1499901.6
2024,Health,UNFPA,500040.3
2024,Nutrition,WFP,1000000.64
2024,Nutrition,UNICEF,1000160.04
2024,Protection,UNHCR,500227.11
2024,Protection,UNICEF,1199910.04
2024,Protection,UNFPA,1299960.78
2024,Water Sanitation Hygiene,UNICEF,2499930.1
2024,Agriculture,FAO,2750000.02
2024,Food Aid,WFP,3000000.24
2024,Nutrition,UNICEF,449920.17
2024,Protection,UNHCR,500000.49
2024,Protection,UNICEF,250040.09
2024,Water Sanitation Hygiene,UNICEF,1200040.45
2024,Education,UNICEF,204000
2024,Shelter and Non-Food Items,UNHCR,1378000.01
2024,Shelter and Non-Food Items,IOM,360000
2024,Agriculture,FAO,1000000
2024,Food Aid,WFP,1200000
2024,Health,WHO,2000000.34
2024,Health,UNFPA,499999.98
2024,Nutrition,UNICEF,884000.02
2024,Protection,UNHCR,806000
2024,Protection,UNICEF,374000.01
2024,Protection,UNFPA,499999.98
2024,Water Sanitation Hygiene,UNICEF,1486000.32
2024,Water Sanitation Hygiene,IOM,140000
2024,Multi-purpose CASH,UNHCR,416000
2024,Multi-purpose CASH,WFP,800000
2024,Multi-purpose CASH,UNICEF,952000.02
2024,Shelter and Non-Food Items,IOM,1700000
2024,Agriculture,UN Women,300000
2024,Agriculture,FAO,1100000
2024,Food Assistance,WFP,1109671
2024,Nutrition,WFP,727026
2024,Nutrition,UNICEF,742500
2024,Protection,UNHCR,1400009
2024,Protection,UNICEF,607500
2024,Protection,UNFPA,600000
2024,Water Sanitation Hygiene,IOM,300000
2024,Common Services,WFP,1989754
2024,Camp Coordination / Management,UNHCR,315000
2024,Shelter and Non-Food Items,IOM,2345000
2024,Agriculture,FAO,10000000
2024,Health,WHO,1000000
2024,Health,UNICEF,1015000
2024,Health,UNFPA,1435000
2024,Protection,UNHCR,3185000
2024,Protection,UNICEF,1212229
2024,Protection,UNFPA,2065000
2024,Water Sanitation Hygiene,UNICEF,2485000
2024,Water Sanitation Hygiene,IOM,1155000
2024,Agriculture,FAO,2000000
2024,Food Assistance,WFP,2000000
2024,Health,WHO,5500000
2024,Nutrition,UNICEF,5985000
2024,Protection,UNFPA,650000
2024,Water Sanitation Hygiene,UNICEF,4515000
2024,Camp Coordination / Management,UNHCR,300149.98
2024,Camp Coordination / Management,IOM,599940
2024,Shelter and Non-Food Items,UNHCR,1799999.87
2024,Shelter and Non-Food Items,IOM,1100000
2024,Agriculture,FAO,2000000
2024,Food Aid,WFP,4000001.12
2024,Health,WHO,699890
2024,Health,UNFPA,1325018.17
2024,Health,IOM,500060
2024,Nutrition,WHO,1600110
2024,Nutrition,UNICEF,1249997.71
2024,Protection,UNHCR,2399849.82
2024,Protection,UNFPA,1175016.11
2024,Water Sanitation Hygiene,UNICEF,1249997.7
