Year,Cluster,Agency,Budget
2019,Camp Coordination / Management,IOM,56628
2019,Education,UNICEF,300938
2019,Shelter and Non-Food Items,UNHCR,195743
2019,Shelter and Non-Food Items,IOM,200771
2019,Food Assistance,WFP,6996866
2019,Health,WHO,506523
2019,Health,UNICEF,450000
2019,Nutrition,WFP,1591129
2019,Nutrition,UNICEF,1209202
2019,Protection,UNHCR,147666
2019,Protection,UN Women,125163
2019,Protection,UNICEF,165957
2019,Protection,UNFPA,605820
2019,Water Sanitation Hygiene,UNICEF,599995
2019,Common Services,WFP,200070
2019,Education,UNICEF,699058
2019,Shelter and Non-Food Items,IOM,3837763
2019,Agriculture,FAO,2399535
2019,Food Assistance,WFP,7667913
2019,Health,UNAIDS,149650
2019,Health,WHO,726449
2019,Health,UNICEF,824373
2019,Health,UNFPA,651432
2019,Health,IOM,126358
2019,Nutrition,WFP,454230
2019,Nutrition,UNICEF,359309
2019,Protection,UNHCR,99876
2019,Protection,UNICEF,414763
2019,Protection,UNFPA,1304469
2019,Protection,IOM,294410
2019,Water Sanitation Hygiene,UNICEF,4442587
2019,Common Services,WFP,4494511
2019,Shelter and Non-Food Items,UNHCR,295979
2019,Agriculture,FAO,300000
2019,Food Assistance,WFP,950000
2019,Health,WHO,135997
2019,Health,UNFPA,201087
2019,Nutrition,WFP,300000
2019,Protection,UNHCR,690619
2019,Protection,UNICEF,101975
2019,Protection,UNFPA,20863
2019,Water Sanitation Hygiene,UNICEF,497877
2019,Shelter and Non-Food Items,IOM,680624
2019,Food Assistance,WFP,900000
2019,Health,WHO,532887
2019,Nutrition,WFP,300000
2019,Protection,UNHCR,1087766
2019,Protection,UNICEF,396000
2019,Protection,UNFPA,400000
2019,Water Sanitation Hygiene,UNICEF,704000
2019,Common Services,WFP,1147294
2019,Multi-Sector Refugee Assistance,UNHCR,2797111
2019,Agriculture,FAO,2500000
2019,Food Assistance,WFP,2500000
2019,Health,WHO,631788
2019,Health,UNICEF,377443
2019,Health,UNFPA,371263
2019,Nutrition,WFP,1500015
2019,Nutrition,WHO,207948
2019,Nutrition,UNICEF,725371
2019,Protection,UNFPA,518201
2019,Water Sanitation Hygiene,UNICEF,948619
2019,Camp Coordination / Management,IOM,431486
2019,Education,UNICEF,380356
2019,Shelter and Non-Food Items,IOM,647229
2019,Health,UNFPA,385199
2019,Protection,UNICEF,419703
2019,Protection,UNFPA,290589
2019,Water Sanitation Hygiene,UNICEF,511513
2019,Shelter and Non-Food Items,UNHCR,412014
2019,Agriculture,FAO,100000
2019,Food Assistance,WFP,545280
2019,Health,WHO,316256
2019,Health,UNFPA,129923
2019,Nutrition,WFP,590720
2019,Nutrition,UNICEF,49986
2019,Protection,UNHCR,395857
2019,Water Sanitation Hygiene,UNICEF,447386
2019,Agriculture,FAO,4749999
2019,Health,WHO,3538915
2019,Health,UNICEF,2266043
2019,Health,UNFPA,1431495
2019,Nutrition,WFP,3808700
2019,Nutrition,WHO,834389
2019,Nutrition,UNICEF,5001933
2019,Protection,UNICEF,43500
2019,Water Sanitation Hygiene,UNHCR,399883
2019,Water Sanitation Hygiene,WHO,1011036
2019,Water Sanitation Hygiene,UNICEF,4784471
2019,Water Sanitation Hygiene,IOM,1492346
2019,Health,WHO,1400000
2019,Water Sanitation Hygiene,UNICEF,398007
2019,Health,UNDP,98840
2019,Health,WHO,299600
2019,Health,UNICEF,2032561
2019,Health,UNFPA,146329
2019,Protection,UNICEF,64869
2019,Water Sanitation Hygiene,UNICEF,64869
2019,Camp Coordination / Management,UNHCR,513002
2019,Camp Coordination / Management,IOM,494000
2019,Education,UNICEF,999976
2019,Shelter and Non-Food Items,UNHCR,2252011
2019,Shelter and Non-Food Items,IOM,1806000
2019,Agriculture,FAO,5964785
2019,Food Assistance,WFP,8500874
2019,Health,WHO,2501492
2019,Health,UNICEF,1226852
2019,Health,UNFPA,1197000
2019,Health,IOM,1193573
2019,Nutrition,WFP,5480245
2019,Nutrition,UNICEF,4305252
2019,Protection,UNHCR,1335007
2019,Protection,UNICEF,996378
2019,Protection,UNFPA,1002999
2019,Water Sanitation Hygiene,UNICEF,6200226
2019,Water Sanitation Hygiene,IOM,2700000
2019,Common Services,WFP,1200000
2019,Camp Coordination / Management,UNHCR,196005
2019,Camp Coordination / Management,IOM,397500
2019,Education,UNICEF,455081
2019,Shelter and Non-Food Items,UNHCR,658016
2019,Shelter and Non-Food Items,IOM,1351501
2019,Agriculture,FAO,2602366
2019,Agriculture,IOM,159000
2019,Food Assistance,WFP,6191426
2019,Health,WHO,2415476
2019,Health,UNICEF,0
2019,Health,UNFPA,611355
2019,Health,IOM,588497
2019,Nutrition,WFP,271557
2019,Nutrition,UNICEF,377384
2019,Protection,UNHCR,546014
2019,Protection,UNICEF,277489
2019,Protection,UNFPA,652552
2019,Water Sanitation Hygiene,UNICEF,2248723
2019,Water Sanitation Hygiene,IOM,4703396
2019,Common Services,WFP,229493
2019,Multi-Sector Refugee Assistance,UNHCR,3000002
2019,Health,UNHCR,969738
2019,Health,WHO,718227
2019,Health,UNICEF,950044
2019,Health,IOM,717544
2019,Common Services,WFP,949210
2019,Common Services,WFP,31666052
2019,Education,UNICEF,506495
2019,Food Assistance,WFP,4360000
2019,Health,WHO,798779
2019,Nutrition,UNICEF,498577
2019,Protection,UNFPA,685273
2019,Water Sanitation Hygiene,UNICEF,1139550
2019,Camp Coordination / Management,IOM,202901
2019,Shelter and Non-Food Items,UNHCR,250020
2019,Shelter and Non-Food Items,IOM,747170
2019,Agriculture,FAO,800000
2019,Food Assistance,WFP,4900936
2019,Health,WHO,906920
2019,Health,UNICEF,1453362
2019,Health,UNFPA,258610
2019,Nutrition,UNICEF,784609
2019,Protection,UNICEF,543464
2019,Protection,UNFPA,465622
2019,Water Sanitation Hygiene,UNICEF,2294272
2019,Common Services,WFP,498009
2019,Health,WHO,6063218
2019,Health,UNICEF,850882
2019,Health,IOM,990001
2019,Nutrition,WFP,422360
2019,Nutrition,WHO,123739
2019,Nutrition,UNICEF,1489043
2019,Protection,UNHCR,200000
2019,Protection,UNOPS,299997
2019,Protection,UNICEF,709068
2019,Protection,IOM,810000
2019,Water Sanitation Hygiene,UNICEF,4041689
2019,Education,UNHCR,1604491
2019,Education,UNICEF,3500000
2019,Shelter and Non-Food Items,UNHCR,437267
2019,Shelter and Non-Food Items,IOM,520187
2019,Health,UNFPA,1055920
2019,Health,IOM,790684
2019,Protection,UNHCR,450932
2019,Protection,UNFPA,496904
2019,Water Sanitation Hygiene,UNHCR,478261
2019,Water Sanitation Hygiene,IOM,769877
2019,Shelter and Non-Food Items,UNHCR,1392000
2019,Shelter and Non-Food Items,IOM,601829
2019,Agriculture,WFP,350020
2019,Agriculture,FAO,650000
2019,Health,WHO,599969
2019,Health,UNICEF,255000
2019,Health,UNFPA,152474
2019,Protection,UNHCR,208000
2019,Protection,UNICEF,204000
2019,Protection,UNFPA,259619
2019,Protection,IOM,97972
2019,Water Sanitation Hygiene,UNICEF,1241000
2019,Education,UNESCO,500000
2019,Education,UNICEF,1508046
2019,Shelter and Non-Food Items,UNHCR,1024923
2019,Agriculture,FAO,1155702
2019,Food Assistance,WFP,2501436
2019,Health,WHO,1499889
2019,Health,UNFPA,307353
2019,Nutrition,UNICEF,500039
2019,Protection,UNHCR,2768902
2019,Protection,UN Women,502087
2019,Protection,UNICEF,1500001
2019,Protection,UNFPA,922060
2019,Protection,IOM,500024
2019,Common Services,UNDP,104617
2019,Multi-purpose CASH,WFP,1002597
2019,Agriculture,WFP,1266240
2019,Agriculture,FAO,500000
2019,Food Assistance,WFP,1701510
2019,Health,WHO,200181
2019,Nutrition,WFP,989250
2019,Nutrition,UNICEF,1248332
2019,Protection,UNICEF,250000
2019,Protection,UNFPA,692528
2019,Water Sanitation Hygiene,UNICEF,980833
2019,Common Services,WFP,999866
2019,Multi-Sector Refugee Assistance,UNHCR,2150573
2019,Education,UNICEF,903477
2019,Agriculture,FAO,758967
2019,Food Assistance,WFP,742038
2019,Health,WHO,887317
2019,Health,UNICEF,400000
2019,Health,UNFPA,490000
2019,Protection,UNHCR,699915
2019,Protection,UNOPS,800131
2019,Protection,UN Women,600000
2019,Protection,UNFPA,510000
2019,Water Sanitation Hygiene,UNICEF,1200000
2019,Education,UNICEF,4550968
2019,Shelter and Non-Food Items,UNHCR,1303266
2019,Shelter and Non-Food Items,UNICEF,802022
2019,Agriculture,FAO,1861912
2019,Food Assistance,WFP,3386575
2019,Health,WHO,1153302
2019,Health,UNFPA,4294813
2019,Nutrition,UNICEF,4075672
2019,Protection,UNHCR,1672554
2019,Protection,UNOPS,398807
2019,Protection,UNICEF,834013
2019,Protection,UNFPA,2863208
2019,Water Sanitation Hygiene,UNICEF,1107554
2019,Common Services,WFP,2745023
2019,Multi-purpose CASH,UNHCR,703764
2019,Agriculture,FAO,800000
2019,Health,WHO,609968
2019,Health,UNICEF,210000
2019,Nutrition,WFP,750000
2019,Nutrition,WHO,130000
2019,Protection,UNHCR,150000
2019,Water Sanitation Hygiene,UNICEF,849999
2019,Water Sanitation Hygiene,IOM,503158
2019,Agriculture,UNDP,500270
2019,Agriculture,FAO,400000
2019,Health,WHO,250000
2019,Health,UNICEF,41989
2019,Health,UNFPA,250000
2019,Nutrition,UNICEF,437885
2019,Water Sanitation Hygiene,UNICEF,119968
2019,Health,WHO,1617652
2019,Water Sanitation Hygiene,UNICEF,3400714
2019,Agriculture,FAO,749994
2019,Food Assistance,WFP,1809930
2019,Water Sanitation Hygiene,UNICEF,440000
2019,Agriculture,FAO,1449142
2019,Food Assistance,WFP,1451835
2019,Health,WHO,368856
2019,Health,UNICEF,856144
2019,Health,UNFPA,175000
2019,Nutrition,WFP,197977
2019,Nutrition,UNICEF,199983
2019,Water Sanitation Hygiene,UNICEF,199983
2019,Multi-purpose CASH,UNDP,100000
2019,Education,UNICEF,600000
2019,Shelter and Non-Food Items,UNHCR,366316
2019,Shelter and Non-Food Items,IOM,200401
2019,Agriculture,FAO,400000
2019,Food Assistance,WFP,1505000
2019,Health,UNFPA,221996
2019,Nutrition,WFP,645000
2019,Nutrition,UNICEF,450068
2019,Protection,UNHCR,299714
2019,Protection,UNOPS,200000
2019,Protection,UNICEF,599999
2019,Protection,UNFPA,377992
2019,Protection,IOM,133600
2019,Education,UNICEF,751494
2019,Shelter and Non-Food Items,IOM,750007
2019,Agriculture,FAO,900001
2019,Food Assistance,WFP,850915
2019,Health,WHO,750003
2019,Health,UNFPA,503988
2019,Nutrition,WFP,400431
2019,Nutrition,UNICEF,599817
2019,Protection,UNHCR,240000
2019,Protection,UNICEF,387134
2019,Protection,UNFPA,395989
2019,Water Sanitation Hygiene,UNICEF,500008
2019,Multi-Sector Refugee Assistance,UNHCR,960000
2019,Education,UNICEF,638404
2019,Agriculture,FAO,1500000
2019,Food Assistance,WFP,783409
2019,Health,UNRWA,758000
2019,Health,WHO,1100000
2019,Health,UNICEF,689474
2019,Health,UNFPA,942764
2019,Protection,UNICEF,344820
2019,Water Sanitation Hygiene,UNICEF,991612
2019,Education,UNICEF,506249
2019,Agriculture,FAO,2000000
2019,Health,WHO,1750328
2019,Health,UNICEF,899998
2019,Health,UNFPA,844244
2019,Nutrition,WFP,1800117
2019,Nutrition,WHO,683722
2019,Nutrition,UNICEF,2024996
2019,Protection,UNHCR,503530
2019,Protection,UNICEF,506249
2019,Protection,UNFPA,495826
2019,Water Sanitation Hygiene,WHO,300838
2019,Water Sanitation Hygiene,UNICEF,1687497
2019,Agriculture,FAO,2000000
2019,Food Assistance,WFP,3483802
2019,Health,WHO,589973
2019,Health,UNFPA,700719
2019,Protection,UN Women,550257
2019,Protection,UNFPA,394155
2019,Water Sanitation Hygiene,IOM,1000000
2019,Multi-Sector Refugee Assistance,UNDP,1507667
2019,Multi-Sector Refugee Assistance,UNHCR,5105000
2019,Multi-Sector Refugee Assistance,UNICEF,2660000
2019,Education,UNICEF,240579
2019,Shelter and Non-Food Items,UNHCR,342281
2019,Shelter and Non-Food Items,IOM,781200
2019,Agriculture,FAO,557963
2019,Agriculture,IOM,100440
2019,Health,WHO,928760
2019,Health,UNICEF,42455
2019,Health,UNFPA,642646
2019,Protection,UNHCR,585900
2019,Protection,OHCHR,414346
2019,Protection,UNICEF,283034
2019,Water Sanitation Hygiene,UNICEF,849101
2019,Water Sanitation Hygiene,IOM,234360
2019,Food Assistance,WFP,1989324
2019,Health,UNHCR,1300000
2019,Health,UNICEF,200003
2019,Health,UNFPA,300008
2019,Protection,UNHCR,500000
2019,Protection,UNICEF,150002
2019,Protection,IOM,700006
2019,Water Sanitation Hygiene,UNHCR,700000
2019,Water Sanitation Hygiene,UNICEF,150002
2019,Health,WHO,2804717
2019,Health,UNICEF,1132259
2019,Health,UNFPA,631211
2019,Nutrition,UNICEF,996387
2019,Protection,UNHCR,769175
2019,Protection,UNICEF,860516
2019,Protection,UNFPA,631211
2019,Water Sanitation Hygiene,UNICEF,1539872
2019,Water Sanitation Hygiene,UNFPA,650338
2019,Shelter and Non-Food Items,UNHCR,990000
2019,Shelter and Non-Food Items,IOM,600000
2019,Food Assistance,IOM,600000
2019,Health,IOM,600000
2019,Protection,UNHCR,1230000
2019,Protection,IOM,1200000
2019,Multi-purpose CASH,UNHCR,780000
