Year,Cluster,Agency,Budget
2022,Food Assistance,WFP,809596
2022,Health,WHO,599999
2022,Health,UNFPA,270106
2022,Protection,UNICEF,197694
2022,Protection,UNFPA,203764
2022,Water Sanitation Hygiene,UNICEF,604064
2022,Common Services,WFP,398756
2022,Shelter and Non-Food Items,IOM,600000
2022,Food Assistance,WFP,999993
2022,Health,WHO,256000
2022,Health,UNICEF,582540
2022,Health,UNFPA,155002
2022,Protection,UNICEF,151300
2022,Protection,UNFPA,155002
2022,Water Sanitation Hygiene,UNICEF,900160
2022,Common Services,WFP,200000
2022,Shelter and Non-Food Items,UNHCR,824600
2022,Agriculture,FAO,4999999
2022,Food Assistance,WFP,4991000
2022,Health,WHO,509999
2022,Health,UNFPA,332000
2022,Nutrition,WFP,3209000
2022,Nutrition,UNICEF,4799996
2022,Protection,UNHCR,505400
2022,Protection,UNICEF,505400
2022,Protection,UNFPA,498000
2022,Water Sanitation Hygiene,UNICEF,824600
2022,Camp Coordination / Management,UNHCR,430001
2022,Shelter and Non-Food Items,IOM,120000
2022,Agriculture,IOM,360000
2022,Food Assistance,WFP,1005000
2022,Health,UNHCR,320000
2022,Nutrition,WFP,495000
2022,Nutrition,UNICEF,400000
2022,Protection,UNHCR,130000
2022,Water Sanitation Hygiene,UNHCR,120000
2022,Water Sanitation Hygiene,UNICEF,100000
2022,Water Sanitation Hygiene,IOM,520000
2022,Camp Coordination / Management,UNHCR,193429
2022,Camp Coordination / Management,IOM,273000
2022,Shelter and Non-Food Items,UNHCR,656418
2022,Shelter and Non-Food Items,IOM,1274220
2022,Agriculture,FAO,500000
2022,Food Assistance,WFP,1653157
2022,Health,WHO,321910
2022,Health,UNICEF,643069
2022,Health,UNFPA,602500
2022,Health,IOM,220500
2022,Nutrition,UNICEF,242896
2022,Protection,UNHCR,285539
2022,Protection,UNICEF,288439
2022,Protection,UNFPA,247500
2022,Protection,IOM,105000
2022,Water Sanitation Hygiene,UNICEF,1400300
2022,Shelter and Non-Food Items,UN Women,127090
2022,Health,UNFPA,126770
2022,Protection,UNFPA,424405
2022,Multi-purpose CASH,WFP,2508426
2022,Education,UNICEF,495000
2022,Shelter and Non-Food Items,IOM,1000000
2022,Agriculture,UNDP,713791
2022,Agriculture,WFP,2500007
2022,Agriculture,FAO,5000000
2022,Food Assistance,WFP,1875000
2022,Health,WHO,549987
2022,Health,UNFPA,567999
2022,Nutrition,WFP,625000
2022,Nutrition,UNICEF,1195000
2022,Protection,UNHCR,900017
2022,Protection,UNFPA,832000
2022,Water Sanitation Hygiene,UNICEF,1260000
2022,Camp Coordination / Management,IOM,498502
2022,Early Recovery,IOM,373877
2022,Shelter and Non-Food Items,IOM,747753
2022,Food Assistance,WFP,10000000
2022,Health,UNICEF,1475000
2022,Health,IOM,249251
2022,Nutrition,UNICEF,2550000
2022,Protection,UNICEF,175000
2022,Water Sanitation Hygiene,UNICEF,2825000
2022,Water Sanitation Hygiene,IOM,623128
2022,Common Services,WFP,501158
2022,Multi-purpose CASH,UNICEF,475000
2022,Agriculture,FAO,1950280
2022,Health,WHO,2453676
2022,Health,UNFPA,1250000
2022,Nutrition,WHO,583208
2022,Nutrition,UNICEF,1706109
2022,Water Sanitation Hygiene,UNICEF,2128160
2022,Education,UNICEF,697793
2022,Shelter and Non-Food Items,UNHCR,2500000
2022,Shelter and Non-Food Items,IOM,500000
2022,Agriculture,FAO,12000000
2022,Health,WHO,1299676
2022,Nutrition,UNICEF,3990054
2022,Water Sanitation Hygiene,UNICEF,4014182
2022,Common Services,WFP,1000000
2022,Shelter and Non-Food Items,UNHCR,3492100
2022,Shelter and Non-Food Items,IOM,507200
2022,Agriculture,FAO,2000000
2022,Food Assistance,WFP,9643345
2022,Health,WHO,6499876
2022,Health,UNFPA,425000
2022,Nutrition,WFP,850000
2022,Nutrition,UNICEF,1500001
2022,Protection,UNHCR,1737900
2022,Protection,UNICEF,690852
2022,Protection,UNFPA,2074797
2022,Water Sanitation Hygiene,UNICEF,8244186
2022,Water Sanitation Hygiene,IOM,8327811
2022,Common Services,WFP,2010001
2022,Camp Coordination / Management,UNHCR,599497
2022,Camp Coordination / Management,IOM,480001
2022,Shelter and Non-Food Items,IOM,5200000
2022,Agriculture,FAO,2200000
2022,Food Assistance,WFP,5667999
2022,Health,WHO,3999999
2022,Health,UNFPA,500008
2022,Health,IOM,1120000
2022,Nutrition,WFP,2152000
2022,Nutrition,UNICEF,4673825
2022,Protection,UNHCR,1990497
2022,Protection,UNICEF,502413
2022,Protection,UNFPA,500007
2022,Water Sanitation Hygiene,UNICEF,4020013
2022,Water Sanitation Hygiene,IOM,5200000
2022,Multi-purpose CASH,IOM,1200000
2022,Education,UNICEF,212501
2022,Agriculture,FAO,1900000
2022,Health,UNDP,1249987
2022,Nutrition,UNICEF,212500
2022,Protection,UNICEF,212500
2022,Water Sanitation Hygiene,UNICEF,212500
2022,Multi-purpose CASH,WFP,1000000
2022,Agriculture,FAO,400000
2022,Food Assistance,WFP,952000
2022,Health,WHO,1700000
2022,Health,UNICEF,74000
2022,Health,UNFPA,288000
2022,Nutrition,WFP,598000
2022,Nutrition,UNICEF,1498500
2022,Protection,UNICEF,129500
2022,Protection,UNFPA,162000
2022,Water Sanitation Hygiene,UNICEF,1198000
2022,Education,UNICEF,2200000
2022,Shelter and Non-Food Items,UNHCR,5090000
2022,Shelter and Non-Food Items,IOM,4399999
2022,Agriculture,FAO,350000
2022,Food Assistance,WFP,11200041
2022,Health,WHO,8000000
2022,Health,UNICEF,2200000
2022,Health,UNFPA,1339869
2022,Protection,UNHCR,2330000
2022,Protection,OHCHR,2006966
2022,Protection,UNICEF,2200000
2022,Protection,UNFPA,1656916
2022,Water Sanitation Hygiene,UNICEF,2200000
2022,Common Services,WFP,3800011
2022,Multi-Sector Refugee Assistance,UNHCR,1000090
2022,Multi-purpose CASH,UNHCR,3580000
2022,Multi-purpose CASH,UNICEF,1200000
2022,Multi-purpose CASH,FAO,150000
2022,Multi-purpose CASH,IOM,5599997
2022,Camp Coordination / Management,IOM,423494
2022,Shelter and Non-Food Items,UNHCR,3040190
2022,Agriculture,FAO,2027000
2022,Food Assistance,WFP,707460
2022,Health,WHO,548000
2022,Health,UNICEF,1743604
2022,Health,UNFPA,1003990
2022,Health,IOM,1376358
2022,Nutrition,WFP,6006696
2022,Nutrition,WHO,1452000
2022,Nutrition,UNICEF,5258269
2022,Protection,UNDP,411554
2022,Protection,UNHCR,960060
2022,Protection,UNICEF,1552451
2022,Protection,UNFPA,1448201
2022,Protection,IOM,476432
2022,Water Sanitation Hygiene,UNICEF,2980284
2022,Water Sanitation Hygiene,IOM,2488032
2022,Common Services,WFP,1006770
2022,Multi-purpose CASH,UNHCR,2000185
2022,Multi-purpose CASH,IOM,2529369
2022,Health,WHO,618888
2022,Health,UNICEF,889759
2022,Water Sanitation Hygiene,UNICEF,500600
2022,Common Services,WFP,250000
2022,Multi-purpose CASH,IOM,250000
2022,Food Assistance,UNHCR,922306
2022,Food Assistance,WFP,2077814
2022,Education,UNICEF,495000
2022,Food Assistance,WFP,3000000
2022,Nutrition,WFP,750000
2022,Nutrition,UNICEF,742500
2022,Water Sanitation Hygiene,UNICEF,1012500
2022,Shelter and Non-Food Items,UNHCR,1500000
2022,Shelter and Non-Food Items,IOM,1500000
2022,Food Assistance,WFP,3500000
2022,Protection,UNHCR,500000
2022,Protection,UN Women,250000
2022,Protection,UNICEF,250000
2022,Protection,UNFPA,500000
2022,Water Sanitation Hygiene,UNICEF,1000000
2022,Education,UNICEF,514079
2022,Shelter and Non-Food Items,UNHCR,498231
2022,Agriculture,FAO,1200000
2022,Food Assistance,WFP,2873344
2022,Health,UNICEF,869980
2022,Nutrition,UNICEF,632713
2022,Protection,UNOPS,400000
2022,Protection,UNICEF,395446
2022,Protection,UNFPA,428012
2022,Water Sanitation Hygiene,UNICEF,1542238
2022,Common Services,UNDP,260985
2022,Common Services,WFP,507061
2022,Shelter and Non-Food Items,UNHCR,455000
2022,Shelter and Non-Food Items,IOM,450000
2022,Agriculture,FAO,1200000
2022,Food Assistance,WFP,1209061
2022,Nutrition,WFP,741038
2022,Nutrition,UNICEF,450000
2022,Protection,UNHCR,845000
2022,Protection,UNFPA,650010
2022,Camp Coordination / Management,UNHCR,496000
2022,Education,UNICEF,720487
2022,Shelter and Non-Food Items,UNHCR,279000
2022,Shelter and Non-Food Items,IOM,602000
2022,Agriculture,FAO,500001
2022,Food Assistance,WFP,1500000
2022,Health,WHO,364194
2022,Health,UNICEF,229246
2022,Health,UNFPA,297000
2022,Nutrition,WFP,500000
2022,Nutrition,WHO,310239
2022,Nutrition,UNICEF,687737
2022,Protection,UNHCR,496000
2022,Protection,UNICEF,491241
2022,Protection,UNFPA,603001
2022,Water Sanitation Hygiene,UNHCR,279000
2022,Water Sanitation Hygiene,UNICEF,1146229
2022,Water Sanitation Hygiene,IOM,98000
2022,Common Services,WFP,400000
2022,Education,UNICEF,3982498
2022,Agriculture,FAO,2800000
2022,Health,WHO,2007513
2022,Nutrition,WFP,184000
2022,Nutrition,UNICEF,1327499
2022,Protection,UNHCR,2500000
2022,Protection,UNICEF,2212499
2022,Protection,UNFPA,2250000
2022,Water Sanitation Hygiene,UNICEF,1327499
2022,Common Services,WFP,1978000
2022,Multi-purpose CASH,WFP,2438000
2022,Education,UNICEF,780464
2022,Shelter and Non-Food Items,IOM,320000
2022,Agriculture,FAO,1000000
2022,Food Assistance,WFP,1000000
2022,Health,UNICEF,687552
2022,Health,UNFPA,530000
2022,Protection,OHCHR,499638
2022,Protection,UNICEF,390232
2022,Protection,UNFPA,470000
2022,Protection,IOM,1280000
2022,Common Services,WFP,1000000
2022,Agriculture,FAO,1494650
2022,Health,WHO,1000000
2022,Protection,UNHCR,1000000
2022,Protection,UNICEF,750151
2022,Protection,UNFPA,749978
2022,Agriculture,FAO,1000000
2022,Food Assistance,WFP,997501
2022,Health,WHO,400000
2022,Health,UNICEF,352500
2022,Health,UNFPA,245000
2022,Nutrition,WFP,752500
2022,Nutrition,UNICEF,752000
2022,Protection,UNICEF,258500
2022,Protection,UNFPA,255000
2022,Water Sanitation Hygiene,UNICEF,987000
2022,Health,WHO,4001800
2022,Health,UNFPA,1005475
2022,Health,IOM,480000
2022,Protection,UNICEF,1000004
2022,Protection,UNFPA,495234
2022,Protection,IOM,1020000
2022,Agriculture,FAO,1000000
2022,Food Assistance,WFP,691416
2022,Health,WHO,700000
2022,Health,UNFPA,496002
2022,Nutrition,WFP,1593263
2022,Nutrition,UNICEF,495306
2022,Protection,UNICEF,312825
2022,Protection,UNFPA,304001
2022,Protection,IOM,250000
2022,Water Sanitation Hygiene,UNICEF,495306
2022,Common Services,WFP,721477
2022,Education,UNICEF,1008000
2022,Shelter and Non-Food Items,UNHCR,1012500
2022,Shelter and Non-Food Items,IOM,1000000
2022,Health,WHO,500000
2022,Health,UNFPA,300003
2022,Protection,UNHCR,337500
2022,Protection,UNICEF,945000
2022,Protection,UNFPA,700006
2022,Water Sanitation Hygiene,UNICEF,1197000
2022,Education,UNICEF,1565998
2022,Health,WHO,670000
2022,Health,UNICEF,521999
2022,Health,UNFPA,546000
2022,Protection,UNHCR,320001
2022,Protection,UNICEF,521999
2022,Protection,UNFPA,854000
2022,Education,UNICEF,2089129
2022,Shelter and Non-Food Items,UNHCR,3451251
2022,Shelter and Non-Food Items,IOM,472892
2022,Agriculture,FAO,1700000
2022,Food Assistance,WFP,3792381
2022,Health,WHO,550016
2022,Health,UNICEF,759500
2022,Health,UNFPA,762537
2022,Health,IOM,302341
2022,Nutrition,WFP,408120
2022,Nutrition,UNICEF,1866750
2022,Protection,UNHCR,1073750
2022,Protection,UNICEF,1764851
2022,Protection,UNFPA,887612
2022,Water Sanitation Hygiene,UNICEF,2122441
2022,Agriculture,FAO,2600000
2022,Food Assistance,WFP,4316073
2022,Health,WHO,400000
2022,Nutrition,WFP,884015
2022,Nutrition,UNICEF,1500000
2022,Protection,UNOPS,298571
2022,Agriculture,FAO,400000
2022,Health,UNICEF,765000
2022,Nutrition,UNICEF,5950000
2022,Nutrition,FAO,600000
2022,Water Sanitation Hygiene,UNICEF,1785000
2022,Common Services,IOM,500000
2022,Education,UNICEF,1647009
2022,Shelter and Non-Food Items,UNHCR,3500000
2022,Health,WHO,2405325
2022,Nutrition,WFP,4100030
2022,Protection,UNICEF,2470514
2022,Protection,UNFPA,1705350
2022,Water Sanitation Hygiene,UNICEF,4117524
2022,Education,UNICEF,999752
2022,Health,WHO,2000000
2022,Protection,UNHCR,2599958
2022,Water Sanitation Hygiene,UNICEF,999753
2022,Multi-purpose CASH,WFP,3500001
2022,Multi-purpose CASH,IOM,3900000
2022,Early Recovery,UNDP,1500000
2022,Education,UNICEF,550061
2022,Shelter and Non-Food Items,UNHCR,5000000
2022,Agriculture,FAO,2999999
2022,Food Assistance,WFP,6000000
2022,Health,WHO,3000000
2022,Health,UNFPA,210000
2022,Nutrition,UNICEF,1250138
2022,Protection,OHCHR,475805
2022,Protection,UNICEF,550060
2022,Protection,UNFPA,790000
2022,Water Sanitation Hygiene,UNICEF,1000110
2022,Multi-purpose CASH,UNICEF,1650182
2022,Food Assistance,WFP,2200000
2022,Health,UNFPA,339500
2022,Nutrition,UNICEF,1000000
2022,Protection,UN Women,350000
2022,Protection,UNFPA,630500
2022,Multi-Sector Refugee Assistance,UNHCR,3480000
2022,Shelter and Non-Food Items,UNHCR,375000
2022,Agriculture,FAO,1150000
2022,Food Assistance,WFP,1350000
2022,Health,WHO,518400
2022,Health,UNICEF,611314
2022,Health,UNFPA,413214
2022,Protection,UNHCR,250000
2022,Protection,UNICEF,444592
2022,Protection,UNFPA,338085
2022,Protection,IOM,625000
2022,Water Sanitation Hygiene,WHO,201600
2022,Water Sanitation Hygiene,UNICEF,1722794
2022,Camp Coordination / Management,IOM,1999999
2022,Shelter and Non-Food Items,UNHCR,4011429
2022,Agriculture,FAO,2000000
2022,Health,UNFPA,2020892
2022,Nutrition,WFP,3000151
2022,Nutrition,WHO,1000884
2022,Nutrition,UNICEF,1200000
2022,Protection,UNICEF,1200000
2022,Water Sanitation Hygiene,UNICEF,3600000
